Churn_Probability,Churn_Risk,Contract,tenure,TenureCategory_Medium-term,TenureCategory_Long-term,MonthlyCharges,TotalCharges,AvgMonthlySpend,LogTotalCharges,Monthly_Tenure,Support_TotalCharges,SupportServices,AutoPayment,PaperlessBilling,InternetService,TechSupport,StreamingTV,StreamingMovies,SeniorCitizen,Partner,Dependents,gender_Male
0.34949404,Medium,0,12,0,0,49.4,611.65,3.8,6.417793810395455,592.8,0,0,0,1,1,0,0,0,0,0,0,0
0.12376289,Low,1,45,0,1,98.7,4525.8,2.1456521739130436,8.417770567091786,4441.5,4525.8,1,1,1,2,1,1,0,1,1,0,1
0.41657212,Medium,0,36,0,1,104.5,3684.95,2.824324324324324,8.212283573,3762,3684.95,1,1,1,2,0,1,1,0,1,1,0
0.42790502,Medium,0,38,0,1,95.1,3691.2,2.4384615384615382,8.213977765,3613.7999999999997,0,0,1,1,2,0,0,1,0,0,0,1
0.13946708,Low,0,1,0,0,19.2,19.2,9.6,3.005682604407159,19.2,0,0,0,0,0,0,0,0,0,1,1,1
0.97237486,High,0,10,0,0,98.5,1037.75,8.954545454545455,6.945773346169658,985,0,0,0,1,2,0,1,1,0,1,0,1
0.25631046,Low,0,13,1,0,44.8,559.2,3.1999999999999997,6.328293862826008,582.4,0,0,1,0,1,0,0,0,0,1,1,1
0.3448072,Medium,1,18,1,0,82,1425.45,4.315789473684211,7.2629441192155655,1476,1425.45,1,1,1,1,1,1,1,0,0,0,1
0.030392006,Low,2,37,0,1,45.4,1593.1,1.194736842105263,7.374064592639601,1679.8,1593.1,1,0,0,1,1,1,0,0,1,0,0
0.21102493,Low,0,5,0,0,20.35,122,3.391666666666667,4.812184355372417,101.75,0,0,1,0,0,0,0,0,0,0,1,1
0.659123,Medium,0,11,0,0,74.95,815.5,6.245833333333334,6.705026912,824.45,0,0,0,0,2,0,0,0,0,0,0,1
0.14983955,Low,0,64,0,1,99.15,6171.2,1.5253846153846156,8.727810617365039,6345.6,6171.2,1,1,1,2,1,1,1,0,0,1,1
0.7952864,High,0,1,0,0,55.55,55.55,27.775,4.035125203,55.55,0,0,0,0,1,0,0,1,0,0,0,1
0.7685566,High,0,37,0,1,92.5,3473.4,2.4342105263157894,8.153177081220612,3422.5,0,0,0,1,2,0,1,1,1,1,0,1
0.35818958,Medium,0,48,0,1,105.25,4997.5,2.1479591836734695,8.516893146407236,5052,4997.5,1,1,1,2,0,1,1,0,1,1,0
0.8869111,High,0,20,1,0,94.55,1899.65,4.502380952380952,7.549951211913027,1891,0,0,0,1,2,0,1,1,1,1,0,1
0.34529978,Medium,0,26,0,1,69.5,1800.05,2.574074074074074,7.496125107144836,1807,1800.05,1,1,1,1,0,1,0,0,0,0,0
0.022857483,Low,2,30,0,1,19.4,578.5,0.6258064516129032,6.362165662779806,582,0,0,1,0,0,0,0,0,0,0,0,0
0.034689296,Low,2,69,0,1,66.9,4577.9,0.9557142857142858,8.429214073589186,4616.1,4577.9,1,0,1,1,1,0,0,0,0,0,0
0.013263213,Low,2,63,0,1,89.4,5597.65,1.396875,8.630280776232281,5632.200000000001,5597.65,1,1,1,1,1,1,1,0,1,1,1
0.36289993,Medium,0,5,0,0,19.35,126.05,3.225,4.8445807097661735,96.75,0,0,0,0,0,0,0,0,0,1,0,1
0.00749532,Low,2,39,0,1,20.45,790,0.51125,6.673297967767654,797.55,0,0,1,1,0,0,0,0,0,1,0,1
0.92932767,High,0,4,0,0,101.7,364.55,20.34,5.901403068739325,406.8,0,0,0,1,2,0,1,1,0,0,1,1
0.0869945,Low,2,60,0,1,101.15,6067.4,1.6581967213114754,8.710850257873938,6069,0,0,1,0,2,0,1,1,0,1,0,1
0.7584801,High,0,19,1,0,103.3,2012.7,5.165,7.607729105,1962.7,2012.7,1,0,0,2,1,1,1,0,1,1,1
0.9563503,High,0,11,0,0,102,1145.35,8.5,7.044338260768671,1122,0,0,0,1,2,0,1,1,0,1,0,0
0.75211734,High,0,31,0,1,99.95,3186.65,3.1234375,8.067039247,3098.4500000000003,0,0,0,1,2,0,1,1,1,0,0,0
0.4373631,Medium,0,30,0,1,84.3,2438.6,2.7193548387096773,7.799589370422301,2529,2438.6,1,1,1,2,0,0,0,0,0,0,1
0.059738103,Low,2,53,0,1,24.6,1279,0.4555555555555556,7.154615356913663,1303.8000000000002,0,0,0,0,0,0,0,0,0,0,0,1
0.90609944,High,0,5,0,0,89.35,461.7,14.891666666666666,6.137078895912954,446.75,461.7,1,0,1,2,1,0,1,0,0,0,0
0.10647237,Low,1,51,0,1,79.6,3974.7,1.5307692307692307,8.287956112213468,4059.6,0,0,1,1,2,0,0,0,1,0,0,1
0.003510377,Low,2,71,0,1,89.3,6388.65,1.2402777777777778,8.762434772788538,6340.3,6388.65,1,1,0,1,1,1,1,0,1,0,0
0.010483322,Low,2,61,0,1,25,1498.35,0.4032258064516129,7.312786959840947,1525,0,0,1,1,0,0,0,0,0,0,1,0
0.7794729,High,0,8,0,0,74.5,606.55,8.277777777777779,6.409434476354621,596,0,0,0,1,2,0,0,0,1,0,0,1
0.29819945,Low,0,10,0,0,54.95,568.85,4.995454545454546,6.3453731683017445,549.5,568.85,1,1,1,1,1,0,0,0,1,0,1
0.4864203,Medium,0,12,0,0,49.85,617.15,3.8346153846153848,6.426731146452936,598.2,0,0,1,1,1,0,1,1,0,1,0,0
0.08255661,Low,0,66,0,1,63.85,4264.6,0.9529850746268657,8.35833813,4214.1,4264.6,1,0,0,1,1,0,1,0,1,0,1
0.117060944,Low,0,24,1,0,60.45,1440.75,2.418,7.273612932495522,1450.8000000000002,1440.75,1,1,0,1,1,0,0,0,0,0,1
0.68099767,High,0,4,0,0,56.5,235.1,11.3,5.464255444091467,226,235.1,1,0,0,1,1,0,0,0,1,1,0
0.9255698,High,0,4,0,0,88.95,355.2,17.79,5.875492370855561,355.8,0,0,0,1,2,0,0,1,0,0,0,0
0.06665137,Low,1,35,0,1,55.6,2016.45,1.5444444444444445,7.6095896166895365,1946,2016.45,1,1,0,1,0,0,0,0,0,1,0
0.08940715,Low,0,45,0,1,85.7,3778.1,1.8630434782608696,8.237241165026367,3856.5,3778.1,1,1,1,2,1,0,0,1,0,0,0
0.26034048,Low,1,65,0,1,110,7138.65,1.6666666666666667,8.873419034524286,7150,7138.65,1,1,1,2,1,1,1,0,0,0,1
0.6730625,High,0,14,1,0,80.9,1152.8,5.3933333333333335,7.050816121822789,1132.6000000000001,0,0,1,1,2,0,0,1,0,1,1,0
0.019093638,Low,1,61,0,1,50.7,3088.75,0.817741935,8.035845460469845,3092.7000000000003,3088.75,1,1,1,1,1,0,1,0,1,1,0
0.042688932,Low,2,68,0,1,80.35,5375.15,1.1644927536231884,8.589727783599452,5463.799999999999,5375.15,1,1,0,2,0,0,0,0,1,1,1
0.15949288,Low,1,23,1,0,57.75,1282.85,2.40625,7.157618654995728,1328.25,1282.85,1,0,1,1,1,0,0,0,1,1,0
0.5993019,Medium,0,55,0,1,81.55,4509.5,1.45625,8.414163291096694,4485.25,0,0,0,1,2,0,0,0,0,0,0,0
0.002644558,Low,2,69,0,1,24.45,1718.2,0.34928571428571425,7.449614345328301,1687.05,0,0,1,0,0,0,0,0,0,1,1,1
0.31320572,Low,0,7,0,0,81.25,580.1,10.15625,6.364922859,568.75,580.1,1,1,0,1,1,1,1,0,1,0,0
0.00315211,Low,2,72,0,1,79.05,5730.7,1.082876712328767,8.653767449825429,5691.599999999999,5730.7,1,1,0,2,0,0,0,0,1,1,0
0.012887954,Low,1,61,0,1,49.7,2961.4,0.8016129032258065,7.993755029599403,3031.7000000000003,2961.4,1,1,1,1,0,0,0,0,1,1,0
0.061955944,Low,1,64,0,1,80.3,5017.7,1.2353846153846153,8.520926215005344,5139.2,5017.7,1,1,0,2,0,0,0,1,1,0,1
0.7754838,High,0,32,0,1,93.2,2931,2.824242424242424,7.983440063006542,2982.4,0,0,0,1,2,0,1,1,1,1,0,0
0.97820675,High,0,1,0,0,79.55,79.55,39.775,4.388878109622984,79.55,0,0,0,1,2,0,0,0,0,0,0,0
0.50844896,Medium,0,3,0,0,82.3,214.4,20.575,5.372496764722288,246.89999999999998,214.4,1,0,1,2,1,0,0,0,0,0,1
0.17688942,Low,0,3,0,0,20.2,50.6,5.05,3.9435216724875173,60.599999999999994,0,0,1,0,0,0,0,0,0,0,1,1
0.004679452,Low,2,72,0,1,84.4,6096.45,1.156164383561644,8.715625929974454,6076.8,6096.45,1,1,1,1,1,1,1,0,1,0,0
0.23997036,Low,0,26,0,1,29.8,786.5,1.1037037037037036,6.668863370699788,774.8000000000001,0,0,0,1,1,0,0,0,0,0,1,0
0.038004488,Low,2,39,0,1,100.45,3801.7,2.51125,8.243466619725949,3917.55,3801.7,1,0,1,2,0,1,1,0,0,0,1
0.6740711,High,0,1,0,0,19.55,19.55,9.775,3.022860940942244,19.55,0,0,0,0,0,0,0,0,0,0,0,0
0.69381374,High,0,1,0,0,19.5,19.5,9.75,3.0204248861443626,19.5,0,0,0,1,0,0,0,0,0,0,0,0
0.26502275,Low,1,56,0,1,88.9,4968,1.5596491228070177,8.510973892,4978.400000000001,0,0,1,0,2,0,1,1,0,1,1,0
0.8081421,High,1,43,0,1,107.55,4533.9,2.444318181818182,8.419558311589467,4624.65,4533.9,1,0,1,2,1,1,1,1,1,0,0
0.58722675,Medium,0,1,0,0,25.4,25.4,12.7,3.2733640101522705,25.4,0,0,0,0,0,0,0,0,0,0,1,0
0.09191255,Low,1,29,0,1,70.9,1964.6,2.3633333333333337,7.583552821206969,2056.1000000000004,0,0,1,0,1,0,0,1,0,0,0,1
0.88769144,High,0,2,0,0,82,184.65,27.333333333333332,5.2238631806230895,164,0,0,0,1,2,0,0,0,0,0,0,1
0.12027521,Low,1,68,0,1,79.6,5461.45,1.153623188405797,8.605652686043875,5412.799999999999,0,0,1,0,2,0,0,0,0,0,0,1
0.39807186,Medium,0,67,0,1,89.55,6373.1,1.3169117647058823,8.759998183589703,5999.849999999999,0,0,1,1,2,0,0,1,0,1,1,1
0.028975358,Low,2,19,1,0,24.9,467.7,1.2449999999999999,6.149962905,473.09999999999997,0,0,1,1,0,0,0,0,0,1,1,0
0.029191228,Low,2,66,0,1,56.75,3708.4,0.8470149253731343,8.218625417455186,3745.5,0,0,1,1,1,0,1,1,0,1,1,1
0.55352044,Medium,0,4,0,0,29.05,129.6,5.8100000000000005,4.8721392168423305,116.2,129.6,1,0,1,1,0,0,0,0,1,0,0
0.048815582,Low,2,9,0,0,19.75,210.65,1.975,5.354933966966933,177.75,0,0,0,0,0,0,0,0,0,1,1,0
0.7842612,High,0,53,0,1,103.85,5485.5,1.923148148148148,8.610045808430854,5504.049999999999,0,0,0,1,2,0,1,1,1,1,0,1
0.13589938,Low,0,23,1,0,19.5,470.2,0.8125,6.155282632337377,448.5,0,0,0,1,0,0,0,0,0,0,0,0
0.60160226,Medium,1,50,0,1,108.55,5610.7,2.1284313725490196,8.632608982915363,5427.5,5610.7,1,0,0,2,1,1,1,0,1,0,0
0.515725,Medium,0,2,0,0,74.95,151.75,24.983333333333334,5.028802598051705,149.9,0,0,0,0,2,0,0,0,0,0,0,1
0.11556897,Low,1,59,0,1,20.35,1267,0.33916666666666667,7.145196134997171,1200.65,0,0,0,0,0,0,0,0,0,1,0,0
0.060142867,Low,2,63,0,1,83.5,5435,1.3046875,8.600798775271034,5260.5,5435,1,1,0,1,0,1,1,0,1,1,1
0.4285577,Medium,0,25,0,1,71.05,1837.7,2.7326923076923078,7.516814079159796,1776.25,1837.7,1,0,1,1,1,0,1,0,1,0,0
0.8051289,High,0,14,1,0,80.45,1072,5.363333333333333,6.9782137426306985,1126.3,0,0,0,1,2,0,0,0,0,0,0,0
0.144608,Low,1,65,0,1,67.05,4309.55,1.0159090909090909,8.368820785,4358.25,4309.55,1,1,0,1,0,0,0,0,1,0,1
0.010678166,Low,2,69,0,1,56.55,3952.65,0.8078571428571428,8.282394481856118,3901.95,3952.65,1,1,0,1,0,1,1,1,1,0,1
0.67020386,High,0,21,1,0,74.05,1565.7,3.3659090909090907,7.356726775399442,1555.05,0,0,1,1,2,0,0,0,0,1,1,0
0.034458388,Low,1,43,0,1,91.25,4013.8,2.0738636363636362,8.297742811939646,3923.75,4013.8,1,1,1,2,1,0,0,0,1,1,1
0.02898683,Low,1,71,0,1,92,6585.2,1.2777777777777777,8.792731829921326,6532,6585.2,1,0,1,2,1,0,0,1,1,0,1
0.22138979,Low,0,19,1,0,25.35,566.1,1.2675,6.340535655019982,481.65000000000003,0,0,1,1,1,0,0,0,0,0,1,1
0.016307402,Low,2,40,0,1,19.65,830.25,0.4792682926829268,6.722930591970064,786,0,0,1,0,0,0,0,0,0,0,0,0
0.92770773,High,0,9,0,0,83.3,803.3,8.33,6.689972333910023,749.6999999999999,0,0,0,1,2,0,0,1,0,0,0,0
0.69359326,High,1,58,0,1,103.25,6017.65,1.75,8.702618260662822,5988.5,0,0,1,1,2,0,1,1,0,0,0,1
0.48750195,Medium,0,1,0,0,19.9,19.9,9.95,3.039749158970765,19.9,0,0,1,0,0,0,0,0,0,0,0,0
0.24146834,Low,1,47,0,1,113.45,5317.8,2.363541666666667,8.579002993,5332.150000000001,5317.8,1,1,1,2,1,1,1,0,1,1,1
0.035273563,Low,2,58,0,1,84.3,4916.4,1.428813559322034,8.500535214520095,4889.4,4916.4,1,0,1,1,1,1,1,0,1,0,0
0.81035525,High,0,40,0,1,102.65,4108.15,2.503658536585366,8.320971473449527,4106,0,0,0,1,2,0,1,1,0,0,0,1
0.40593466,Medium,1,41,0,1,68.6,2877.05,1.6333333333333333,7.964868260472218,2812.6,2877.05,1,0,1,1,1,0,1,0,0,0,0
0.21281086,Low,1,67,0,1,100.9,6733.15,1.4838235294117648,8.814946874,6760.3,6733.15,1,1,1,2,0,1,1,0,1,0,1
0.48658362,Medium,1,34,0,1,99.85,3343.15,2.8528571428571428,8.114967829657902,3394.8999999999996,0,0,0,1,2,0,1,1,1,0,0,1
0.27017277,Low,0,3,0,0,19.1,53.05,4.775,3.9899095440852173,57.300000000000004,0,0,0,1,0,0,0,0,0,0,0,1
0.13548993,Low,2,60,0,1,116.05,6925.9,1.9024590163934425,8.843167661654507,6963,6925.9,1,1,1,2,1,1,1,1,1,0,0
0.8813962,High,0,8,0,0,92.1,729.95,10.233333333333333,6.594345057957625,736.8,0,0,0,1,2,0,1,1,1,0,0,0
0.65625465,Medium,0,15,1,0,74.9,1107.25,4.68125,7.010537473625163,1123.5,0,0,1,1,2,0,0,0,0,1,1,1
0.052492,Low,2,68,0,1,102.1,7149.35,1.479710144927536,8.874916586,6942.799999999999,7149.35,1,1,1,2,0,0,1,0,0,0,1
0.006148585,Low,2,71,0,1,25.45,1789.65,0.3534722222222222,7.490333961411227,1806.95,0,0,1,0,0,0,0,0,1,1,0,1
0.5404517,Medium,0,58,0,1,79.8,4526.85,1.352542372881356,8.418002492,4628.4,4526.85,1,1,1,2,0,0,0,0,0,0,0
0.0599168,Low,0,2,0,0,19.2,37.2,6.3999999999999995,3.6428355156125294,38.4,0,0,0,0,0,0,0,0,1,0,0,1
0.6308775,Medium,0,14,1,0,89.65,1208.35,5.9766666666666675,7.097838304169856,1255.1000000000001,1208.35,1,1,1,2,1,0,1,0,1,1,0
0.006390201,Low,2,71,0,1,20.9,1493.2,0.29027777777777775,7.3093462255417005,1483.8999999999999,0,0,1,1,0,0,0,0,0,1,0,0
0.861825,High,0,14,1,0,100.55,1415.55,6.703333333333333,7.255979616917987,1407.7,0,0,0,1,2,0,1,1,0,0,0,1
0.33280823,Medium,0,6,0,0,50.95,307.6,7.278571428571429,5.73204594,305.70000000000005,307.6,1,1,0,1,1,0,1,0,0,0,0
0.19544831,Low,0,15,1,0,69.5,1071.4,4.34375,6.977654406361804,1042.5,1071.4,1,0,1,1,1,0,1,0,1,1,1
0.3289742,Low,1,57,0,1,97.55,5598,1.681896551724138,8.630343289348893,5560.349999999999,0,0,1,1,2,0,1,1,0,1,1,1
0.013654453,Low,2,66,0,1,61.15,4017.45,0.9126865671641791,8.298651535121714,4035.9,4017.45,1,1,1,1,0,0,0,0,0,0,0
0.79739594,High,0,69,0,1,89.95,6143.15,1.2850000000000001,8.723255689,6206.55,0,0,0,1,2,0,1,0,1,1,0,1
0.011997568,Low,1,68,0,1,55.9,3848.8,0.8101449275362319,8.255776477880534,3801.2,3848.8,1,1,0,1,1,0,0,0,1,0,0
0.13323179,Low,1,56,0,1,94.8,5264.3,1.663157894736842,8.568893403001754,5308.8,5264.3,1,1,0,2,0,1,1,1,0,1,1
0.88798034,High,0,35,0,1,99.05,3395.8,2.7513888888888887,8.130589090948991,3466.75,0,0,0,1,2,0,1,1,1,0,0,1
0.50355786,Medium,0,43,0,1,56.15,2499.3,1.2761363636363636,7.8241660036568685,2414.45,0,0,0,0,1,0,1,0,0,1,1,0
0.097215556,Low,0,31,0,1,66.4,2019.8,2.075,7.611248751596227,2058.4,2019.8,1,1,1,1,1,0,1,0,1,0,1
0.08047494,Low,1,33,0,1,58.45,1955.4,1.7191176470588236,7.5788613286652025,1928.8500000000001,1955.4,1,0,1,1,0,0,0,0,1,1,0
0.98003685,High,0,1,0,0,69.35,69.35,34.675,4.253482783560398,69.35,0,0,0,1,2,0,0,0,0,0,0,1
0.039609853,Low,2,44,0,1,100.1,4378.35,2.2244444444444444,8.384655590531366,4404.4,4378.35,1,1,0,2,1,1,1,0,0,0,1
0.045219347,Low,1,57,0,1,53.45,3053,0.9215517241379311,8.024207485778577,3046.65,3053,1,0,0,1,0,0,0,0,1,1,0
0.009757123,Low,1,70,0,1,64.95,4551.5,0.9147887323943662,8.423431811601763,4546.5,4551.5,1,1,0,1,1,0,0,0,0,1,1
0.50281566,Medium,0,1,0,0,20.55,20.55,10.275,3.070375816549757,20.55,0,0,1,0,0,0,0,0,0,0,0,1
0.032862656,Low,2,55,0,1,55.25,3119.9,0.9866071428571429,8.045876700744959,3038.75,3119.9,1,1,1,1,1,0,0,0,1,1,1
0.88442755,High,0,29,0,1,94.45,2653.65,3.1483333333333334,7.884068098244135,2739.05,0,0,0,1,2,0,1,1,1,1,0,1
0.27621812,Low,0,33,0,1,60.9,2033.85,1.7911764705882351,7.618177385086264,2009.7,2033.85,1,0,1,1,0,0,0,0,0,0,0
0.86027926,High,0,4,0,0,74.95,308.7,14.99,5.735604086979157,299.8,0,0,0,0,2,0,0,0,1,1,0,1
0.022564426,Low,2,70,0,1,40.05,2799.75,0.5640845070422534,7.9376425174388325,2803.5,2799.75,1,0,1,1,1,0,1,0,0,0,1
0.082043506,Low,0,35,0,1,25.6,901.25,0.7111111111111111,6.804891643522898,896,0,0,0,1,0,0,0,0,0,0,0,1
0.8338494,High,0,2,0,0,45.85,105.6,15.283333333333333,4.669083511731744,91.7,0,0,0,1,1,0,0,0,0,0,0,0
0.9115375,High,0,10,0,0,89.8,914.3,8.163636363636364,6.819251880390734,898,0,0,0,1,2,0,0,1,1,1,0,1
0.49892002,Medium,0,1,0,0,74.6,74.6,37.3,4.3254562831854875,74.6,0,0,1,0,2,0,0,0,0,1,1,1
0.013296302,Low,2,31,0,1,20.4,609.1,0.6375,6.413622878157807,632.4,0,0,1,0,0,0,0,0,0,0,0,1
0.42435735,Medium,0,30,0,1,90.5,2595.85,2.9193548387096775,7.862054451041998,2715,2595.85,1,1,1,2,0,0,1,1,0,0,1
0.15298606,Low,0,60,0,1,93.25,5774.55,1.528688524590164,8.661388768950372,5595,5774.55,1,0,1,2,0,0,1,1,1,1,1
0.017514948,Low,2,72,0,1,66.85,4758.8,0.9157534246575342,8.467960929536012,4813.2,4758.8,1,1,0,1,1,0,0,0,1,1,0
0.23479822,Low,0,4,0,0,20.7,83.75,4.14,4.439705746,82.8,0,0,1,1,0,0,0,0,0,0,0,1
0.74024034,High,0,4,0,0,69.55,284.9,13.91,5.655642099328266,278.2,0,0,0,1,2,0,0,0,0,1,1,1
0.886794,High,0,25,0,1,99.5,2369.05,3.826923076923077,7.770666330953051,2487.5,0,0,0,1,2,0,1,1,0,0,0,0
0.16104767,Low,2,70,0,1,76.95,5289.8,1.0838028169014085,8.573724742151892,5386.5,5289.8,1,1,1,1,1,1,1,0,1,0,1
0.65547395,Medium,0,1,0,0,20.45,20.45,10.225,3.065724645374026,20.45,0,0,0,1,0,0,0,0,0,0,0,1
0.18456088,Low,0,19,1,0,19.9,367.55,0.9949999999999999,5.909576387635298,378.09999999999997,0,0,0,0,0,0,0,0,0,0,0,0
0.6740711,High,0,1,0,0,19.5,19.5,9.75,3.0204248861443626,19.5,0,0,0,0,0,0,0,0,0,0,0,0
0.025896495,Low,2,12,0,0,20.3,224.5,1.5615384615384615,5.418320158942733,243.60000000000002,0,0,1,0,0,0,0,0,0,1,1,0
0.014748223,Low,2,72,0,1,19.3,1414.8,0.26438356164383564,7.2554500213400885,1389.6000000000001,0,0,1,0,0,0,0,0,0,0,0,1
0.27576,Low,0,2,0,0,20.3,41.2,6.766666666666667,3.742420221041966,40.6,0,0,0,0,0,0,0,0,0,0,0,0
0.5266932,Medium,0,34,0,1,89.85,3091.75,2.567142857142857,8.036815942,3054.8999999999996,0,0,0,1,2,0,1,0,0,1,1,1
0.037756104,Low,2,37,0,1,40.55,1390.85,1.0671052631578946,7.238389076467298,1500.35,1390.85,1,0,1,1,1,0,0,0,0,0,1
0.03504866,Low,1,58,0,1,89.85,5125.75,1.5228813559322032,8.542227209135879,5211.299999999999,5125.75,1,1,1,2,1,0,0,1,1,1,1
0.8119967,High,0,1,0,0,45.55,45.55,22.775,3.840527003723076,45.55,0,0,0,1,1,0,0,0,0,0,0,1
0.8805611,High,0,1,0,0,71.25,71.25,35.625,4.2801323269925415,71.25,0,0,0,1,2,0,0,0,1,0,0,0
0.87203175,High,0,1,0,0,50.45,50.45,25.225,3.9406104622800586,50.45,0,0,0,1,1,0,0,0,0,0,0,1
0.010811133,Low,2,72,0,1,68.15,4808.7,0.9335616438356165,8.478389991092344,4906.8,4808.7,1,0,0,1,1,0,0,0,1,0,1
